timestamp,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p29,p30,p31,p32,p33,p34,p35
1538176200000,0.0234634318238,0.0110200784747,0.0311573362671,0.00498551644404,0.161199150105,0.0159361461134,0.0341899465339,0.00804062084705,0.0159798022616,0.150958892907,0.0292239079843,0.0252105918628,0.0166874947775,0.0137177866946,0.131645431677,0.186437015217,0.0206290277629,0.0119753496965,-0.0166581523456,-0.000441424086101,0.0204236762283,0.000515155755087,3.42280804304e-05,0.00706685699913,0.0013949237857,9.79801105849e-05,2.09036176265e-06,0.00370782657996,-0.000994669506076,0.000861214840095,-0.00984591373023,-0.000229216591097,-4.41882277409e-05,0.0950827784328
1538230200000,0.0158131027266,0.00512482367475,0.00810404011951,0.00830272439596,0.0128855582568,0.00440380964111,-0.00369473050185,-0.0031059672136,-0.000608263914823,0.0616858479769,0.0166721879312,0.0129574099304,0.365756285136,0.00308101349429,0.00622629099421,0.301248938697,0.00853518676313,0.00728405439765,0.0347538090019,0.00370533426218,0.0196680838735,0.00395570063325,0.00385279889899,0.0112427262212,0.00343166892831,0.00060013934436,4.82206878239e-06,0.00337027552458,0.00153295121283,0.00222581211933,0.00305204014426,0.000215977229544,-2.66109112302e-05,0.0747746230124
1538250300000,0.0373247740515,0.0134621875685,0.038165611931,0.0179784728186,0.0337834024327,0.0166803420265,0.0276938246657,0.00970337710499,0.0104715319406,0.124427014744,0.0352469384779,-0.0175840562854,0.0278571371129,0.0143760721828,0.0443583025116,0.0366106427659,0.0262583453399,0.0206002100675,0.0931566170707,-0.0312080767096,0.0365522201448,0.00951226752378,0.00934450146185,0.0217073435952,0.00722146094034,0.00196550030637,1.3166321676e-05,0.0159035279496,0.000962051657236,0.00251977572146,0.00638284568378,0.0005103773658,1.23669847372e-05,0.327221578725
1538252400000,0.0376993746024,0.0135716101482,0.0377985101448,0.0176560025454,0.0318102159983,0.0164269342058,0.0270167649056,0.00935800782164,0.0097493400855,0.121191553972,0.0349150433678,0.0255669147585,0.0275601832939,0.013262464171,0.0137137408121,0.0364794036958,0.0259136562391,0.0204235929575,0.0961532518144,0.00430752306087,0.0366779205267,0.0102253671534,0.00968868752811,0.022279159144,0.00713429364671,-0.0243701658869,1.31848159208e-05,0.0170449729905,0.00104327663009,0.00243545366584,0.00658864275629,0.000487328229353,7.22276776649e-06,0.283586475679
1538262600000,0.0545184407844,0.0167205819389,0.0534421968596,0.00522424045005,0.093806683988,0.0310296277922,0.0626088048971,0.0187492630442,0.0393748541522,0.227949639149,0.0384945080998,0.042064340642,-0.0101656264143,0.0340527214452,0.0814001024414,0.0241035797549,0.0380980813471,0.0155888640395,-0.0436544598008,-0.00414400980561,0.0277271578025,0.455849551476,-0.00352232501771,0.0143051687965,0.000340213949317,-0.000404832132962,-3.9706943053e-05,0.00744352577443,0.413688615142,0.00126990606002,-0.0266671929514,-0.000558755991528,3.38407172331e-05,-0.721316216049
1538292900000,0.00766997245656,0.0032179161973,-0.00429547625769,0.00327348204136,0.0259384085833,0.0156919341199,0.00847047684474,0.00308893602528,0.00403104606142,0.0147212871414,0.00219783941922,0.00226093010936,0.0127165000815,0.676377626849,0.0170321765471,0.0162268879032,0.0127825685354,0.013885787538,0.0282884752965,0.00300069999469,0.0138242260256,-0.00165833508396,0.00446995390105,0.00752779356178,0.00493845474951,-8.69397550904e-06,-9.15744165336e-06,0.00861966547702,-0.00388118498148,0.00257124196853,0.00577583824156,-0.000409186380208,6.06950287183e-05,0.0875777081483
1538294700000,0.00887495405522,0.0046002305313,0.00540091468705,0.00654993734243,0.0321556279683,0.0184019130352,0.00404872591315,0.0153604216428,0.00838978069979,0.0548206823735,0.0149437140133,0.0163371879186,0.0134786880934,0.00515582871193,0.0231606529068,0.023164582431,0.0174417390333,0.0408356991941,0.0626855125567,0.00383538179137,0.0280994575365,0.000660351131732,0.0115181999881,0.0182523078989,0.00916640193409,0.00173819514182,3.42222509983e-06,0.0129687082276,-0.00545138290171,0.00314803285075,0.00736733673149,-0.000177313229282,2.56512256949e-05,0.526212607835
1538305500000,-0.0179565019591,0.0455203536384,0.063203717094,0.0376910524636,-0.00122004220172,-0.000908091481905,0.021222485983,0.0148663569428,0.013750237732,-0.0572431138518,0.0119823751158,-0.0112248850408,0.0120997145202,-0.0106980030877,0.0436844203927,-0.00572342061792,-0.0199719754444,0.00708284488478,-0.00762243696287,0.000455044497064,-0.00716528253737,-0.000527419529061,-0.00710646002535,-0.00638238487563,-3.95589495225e-05,0.000168380069855,-6.79580622607e-06,-0.00323519417747,0.00313623030486,0.00204693116253,-0.00208634226705,2.61883007141e-05,7.93295336107e-05,0.873204430476
1538312700000,0.045452046533,0.0213004436744,0.0522970414917,0.0152767364896,0.048284641913,0.0214889933573,0.0370536140887,0.0127631908631,0.0174307967087,0.166884731117,0.0420887901347,0.0322659172491,0.025913817419,0.0144661106984,0.106382858815,0.0361715701263,0.0327145909762,0.0207854947035,0.0814555271572,0.00381782400101,0.0348861846919,0.0128337974102,0.00795333864602,0.0209210028052,0.005436301601,0.000772122168318,2.78287842525e-06,0.0154572458406,0.000927398370524,0.001589293721,0.00336511359351,7.02862848902e-05,3.26681235894e-05,0.053239706569
1538316900000,0.057316607841,0.0229532417966,0.045510987622,0.00327837746307,0.000337225031285,-0.010447667374,0.0472208602447,0.0245621662544,0.0289024527477,0.116714272382,0.0215932714428,0.0218499428534,0.029801038204,0.00996589493908,0.0694694301457,-0.00547149492018,0.0117704838397,-0.00416371538205,0.0369251947577,0.000958797052778,0.023800453224,0.0113283799857,0.00576440383977,-0.0143512892665,0.00565221288363,0.000665870869032,-6.85765127176e-06,-0.00622176919423,0.0011010454172,0.000367191981116,0.00357130559588,0.000486168710813,7.08838087009e-05,0.436754998886
