timestamp,e01,e02,e03,e04,e05,e07,e08,e09,e10,e11,e12,e13
1538176200000,-6.35081007925e-06,3.75354715761e-05,0.00110186924585,-0.00121115518965,0.000224509303078,0.00118988960037,0.111651671944,-0.00109239530906,1.03114229755,-0.125807374412,-0.0281799637918,0.00335281087153
1538230200000,-0.000524795732902,-2.2023136376e-05,-0.000536543608943,0.288474769807,3.16857711547e-05,-0.00111802736278,-0.0718063923823,-0.000797653499658,0.426362613379,-0.0169041168316,0.371847990297,0.000223652754452
1538250300000,0.00799701452032,1.74111193592e-05,0.000888543206766,0.0160544572944,0.000315869607981,0.00103177099872,0.0677590598797,0.0068142492182,0.736387307008,0.0760276920647,0.0825103092883,0.00116568592758
1538252400000,0.00796563093574,2.2767104524e-05,0.000868392003166,0.0152579605401,0.00034956494777,0.000983539303527,0.0594111317421,0.00687475598688,0.740242367219,0.0759150806421,0.0878841592913,0.00128560024601
1538262600000,-0.0123279234376,4.00357988749e-05,0.00156961556868,-0.0443806682936,-0.00065304504551,0.000647180994062,0.369613350819,-0.0105701481064,1.26557771251,-0.281157758802,-0.283218925448,-0.00157839075186
1538292900000,0.110269089078,-7.39668628195e-06,0.000917171883879,0.10510121547,0.000319328369226,0.00165924010733,0.411677481166,0.117204808787,0.265542759945,-0.0122071384814,-0.00460284064829,0.000376244525297
1538294700000,0.0564215642783,-1.53953194899e-05,0.10495557008,0.177075219684,0.00032144477098,0.0445119633841,0.290875327481,0.0446588884474,0.111618816549,0.145465612797,0.0097608927136,0.000538909718276
1538305500000,0.00283955468318,3.37689617907e-05,-0.00212276116417,0.00647961519537,0.000736292447265,0.000420067746326,0.06279051208,0.00164249515682,-0.229261810711,1.04409809765,0.103934231199,0.00340103284346
1538312700000,0.00595649318945,1.97296202528e-06,-0.000414732967999,0.00853263771052,0.000284827104774,0.000292756146709,0.0186192939711,0.00522568287244,0.801463953592,0.058666799175,0.0887937904103,0.000765684024336
1538316900000,0.033096024868,9.59924243437e-05,0.00618427474715,0.0520634665668,0.000507549847,0.0082750217122,0.475776323397,0.0305876880323,0.0799595169935,0.138555722973,0.152429708649,0.00296203106914
1538336100000,0.00644566758734,1.77553246564e-05,0.000980350450059,0.0102020489267,0.000272277088554,0.0013611542694,0.0697193378726,0.0059230087568,0.829749531897,0.0366211723384,0.0335316434969,0.00090669967727
1538349900000,0.00219693841905,5.21737981229e-05,0.00162807811467,0.0055399187638,0.000100593434694,0.000429737639924,0.0819612586612,0.00199538340032,0.904408715607,0.00347500833122,-0.00292054015984,0.000354137770855
1538377800000,0.00728188811331,1.00774084674e-05,0.00122309670318,0.0129657010205,0.00013248333551,0.002587820153,0.107958503613,0.00618077446332,0.842542982951,0.00533405185456,0.00174802043522,0.000468128906346
1538382000000,0.00379202013036,-3.18288465432e-06,0.000443987999914,0.00673501192992,0.85180730851,0.00199313217342,0.0823832024468,0.00336158605809,0.0473438593976,-0.00377985418842,-0.000567136368446,0.000206945928908
1538383800000,0.00864771567401,2.55826470834e-05,0.00242221413296,0.0125019442409,-0.00268906469717,0.00296398338592,0.0432507345149,0.00668924972653,0.913418370472,-0.00168651114971,0.00525314410374,0.000910089126535
1538385900000,0.00718422361474,2.695103891e-05,0.00114602595326,0.011037862979,0.00353536313857,0.00255038605919,0.144160633697,0.00654257341548,0.793816112993,0.0190832193038,0.00471688145726,0.000307179737959
