timestamp,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p01_pre,p01_pre_dev,p01_pre_dev_rate,p02_pre,p02_pre_dev,p02_pre_dev_rate,p03_pre,p03_pre_dev,p03_pre_dev_rate,p04_pre,p04_pre_dev,p04_pre_dev_rate,p05_pre,p05_pre_dev,p05_pre_dev_rate,p06_pre,p06_pre_dev,p06_pre_dev_rate,p07_pre,p07_pre_dev,p07_pre_dev_rate,p08_pre,p08_pre_dev,p08_pre_dev_rate,p09_pre,p09_pre_dev,p09_pre_dev_rate,p10_pre,p10_pre_dev,p10_pre_dev_rate,p11_pre,p11_pre_dev,p11_pre_dev_rate,p12_pre,p12_pre_dev,p12_pre_dev_rate,p13_pre,p13_pre_dev,p13_pre_dev_rate,p14_pre,p14_pre_dev,p14_pre_dev_rate,p15_pre,p15_pre_dev,p15_pre_dev_rate,p16_pre,p16_pre_dev,p16_pre_dev_rate,p17_pre,p17_pre_dev,p17_pre_dev_rate,p18_pre,p18_pre_dev,p18_pre_dev_rate,p19_pre,p19_pre_dev,p19_pre_dev_rate,p20_pre,p20_pre_dev,p20_pre_dev_rate,p21_pre,p21_pre_dev,p21_pre_dev_rate,p22_pre,p22_pre_dev,p22_pre_dev_rate,p23_pre,p23_pre_dev,p23_pre_dev_rate,p24_pre,p24_pre_dev,p24_pre_dev_rate,p25_pre,p25_pre_dev,p25_pre_dev_rate,p26_pre,p26_pre_dev,p26_pre_dev_rate,p27_pre,p27_pre_dev,p27_pre_dev_rate,p29_pre,p29_pre_dev,p29_pre_dev_rate,p30_pre,p30_pre_dev,p30_pre_dev_rate,p31_pre,p31_pre_dev,p31_pre_dev_rate,p32_pre,p32_pre_dev,p32_pre_dev_rate,p33_pre,p33_pre_dev,p33_pre_dev_rate,p34_pre,p34_pre_dev,p34_pre_dev_rate,p35_pre,p35_pre_dev,p35_pre_dev_rate
1538176200000,45918.94,17338.1,51056.47,18086.19,107411.62,20563.68,39611.66,12018.31,16508.01,187735.73,48134.99,35675.23,32771.76,19987.68,103191.2,115528.36,35096.24,22399.37,85655.24,3465.2,41634.1,9088.43,9207.65,23312.66,6571.85,1403.0,5.04,8005.85,17607.96,225.49,2530.68,2624.46,357.64,14.73,160839.39,34939.4868814,10979.4531186,0.314241968004,12181.3762997,5156.72370028,0.423328495352,36476.7394894,14579.7305106,0.399699389657,15753.2727831,2332.9172169,0.148090955386,31980.2626169,75431.3573831,2.35868473898,13106.5368823,7457.14311774,0.568963654147,23612.8530942,15998.8069058,0.677546539671,8255.79050594,3762.51949406,0.45574309224,9030.4384711,7477.5715289,0.828040803648,117096.187586,70639.5424144,0.603260822328,34459.9858461,13675.0041539,0.396837195899,23878.2126869,11797.0173131,0.494049427726,24963.0315943,7808.72840566,0.312811702222,13568.5936091,6419.0863909,0.473084136487,41589.1779162,61602.0220838,1.481203168,28287.2230887,87241.1369113,3.08411810652,25443.1148772,9653.12512279,0.379400288423,16795.6377089,5603.73229113,0.333642127097,93450.2379395,-7794.99793953,-0.0834133557217,3671.75951334,-206.559513338,-0.0562562751149,32077.0668541,9557.03314594,0.297939745845,8847.36856857,241.061431432,0.0272466812661,9191.63334876,16.0166512404,0.00174252503692,20005.8025164,3306.85748361,0.165294917857,5919.11086004,652.739139957,0.110276552575,1357.15129216,45.8487078446,0.033783048441,4.0618383591,0.978161640902,0.240817470915,15872.9236075,1735.03639247,0.109307928103,690.934581699,-465.444581699,-0.673644935465,2127.68405154,402.995948456,0.189405916806,7231.74630929,-4607.28630929,-0.637091804973,464.899365759,-107.259365759,-0.230715233572,35.4073918887,-20.6773918887,-0.583985173314,116346.456655,44492.9333453,0.382417605354
1538230200000,85963.85,30935.16,80326.61,40164.18,85346.46,39006.88,57565.83,19766.27,24916.83,318313.45,85393.35,64573.82,351310.84,36443.0,100826.26,315882.83,62250.68,47795.77,199991.94,10495.48,86751.44,21411.23,21941.59,51369.91,17291.95,3996.81,17.23,17138.84,34374.35,2550.99,6560.5,14123.87,944.66,2.59,665227.58,73064.1238553,12899.7261447,0.176553491153,26754.52429,4180.63570997,0.156259018649,73715.6431319,6610.96686811,0.089682007607,33391.1340763,6773.04592367,0.202839649237,74834.9129868,10511.5470132,0.140463142051,35414.4200416,3592.45995843,0.101440598327,60579.8502386,-3014.02023856,-0.0497528506044,22299.9996015,-2533.7296015,-0.113620163533,25413.0285045,-496.198504531,-0.0195253589883,267992.487715,50320.9622846,0.18777004801,71792.814908,13600.535092,0.189441451897,54003.6591317,10570.1608683,0.195730456754,52940.811326,298370.028674,5.63591719131,33929.6266911,2513.37330894,0.074076067262,95747.0892571,5079.17074285,0.0530477822591,70135.4344525,245747.395547,3.50389781522,55288.0001425,6962.67985746,0.125934738813,41853.7162122,5942.05378777,0.141971951968,171641.108012,28350.831988,0.165175069751,7472.80961815,3022.67038185,0.404489146158,70706.9672519,16044.4727481,0.22691501802,18184.3202808,3226.90971922,0.177455613924,18798.6235913,3142.96640874,0.16719130491,42198.5227093,9171.38729073,0.217339060751,14492.5253608,2799.42463917,0.193163342445,3507.23921021,489.570789792,0.139588650916,13.2963401851,3.93365981486,0.295845304805,31625.0077582,2749.34224175,0.0869357017323,1300.46686228,1250.52313772,0.961595542327,4744.76735819,1815.73264181,0.382681068372,11634.1320451,2489.73795493,0.214002896416,768.474012798,176.185987202,0.22926733275,24.2981665291,-21.7081665291,-0.893407595305,604229.294204,60998.2857958,0.100952215295
1538250300000,12310.79,3321.05,11125.77,3997.04,9004.82,3368.39,7734.36,3368.67,3484.71,30912.74,11179.27,63381.08,15197.4,6143.09,12478.44,10831.53,6477.65,4920.52,29125.18,47622.65,9052.15,3528.2,3698.74,5856.63,1518.0,527.69,0.0,35338.7,5927.75,367.53,546.8,4316.92,89.37,7.93,45172.07,61589.8387072,-49279.0487072,-0.800116541001,21094.8695006,-17773.8195006,-0.842565985065,61514.9578004,-50389.1878004,-0.819137159516,27733.6080094,-23736.5680094,-0.855877388955,53608.2764517,-44603.4564517,-0.832025564036,25391.0655035,-22022.6755035,-0.867339556919,44297.8856816,-36563.5256816,-0.825401147685,16179.817693,-12811.147693,-0.791798024927,17310.0350194,-13825.3250194,-0.798688448862,195190.892403,-164278.152403,-0.841628164001,57714.9997445,-46535.7297445,-0.806302173621,40165.2511523,23215.8288477,0.578007809778,51976.5433844,-36779.1433844,-0.707610414036,25123.4905334,-18980.4005334,-0.755484215387,71043.6960689,-58565.2560689,-0.824355422219,59167.7274429,-48336.1974429,-0.816935169422,41145.9450362,-34668.2950362,-0.842568933724,32118.5079609,-27197.9879609,-0.846801102779,152117.738875,-122992.558875,-0.808535281846,6419.33741968,41203.3125803,6.41862389941,57311.2133874,-48259.0633874,-0.842052724677,16087.0300675,-12558.8300675,-0.780680462136,16036.0723586,-12337.3323586,-0.769348758393,34516.3411307,-28659.7111307,-0.830322977229,11052.3303331,-9534.33033313,-0.862653399397,3122.6952691,-2595.0052691,-0.831014570899,17.3831945043,-17.3831945043,-1.0,26924.815578,-20997.065578,-0.779840646157,1637.70488198,-1270.17488198,-0.775582277342,3873.60247007,-3326.80247007,-0.858839412608,12744.0457184,-8427.12571837,-0.661259846724,763.209606735,-673.839606735,-0.882902417355,24.2578481575,-16.3278481575,-0.673095488581,477195.264402,-432023.194402,-0.905338394218
1538252400000,12039.53,3153.64,11955.05,4265.62,11197.83,3290.78,8367.04,3788.17,4140.62,33364.08,11646.5,6525.62,16010.32,7275.48,50556.7,11146.68,6837.07,4983.27,25926.06,1178.51,8631.69,2684.03,3247.93,5005.74,1545.39,33307.09,0.0,1996.74,4518.74,295.29,675.92,4199.67,127.37,14.65,97597.91,58955.8462795,-46916.3162795,-0.795787343244,20043.3088831,-16889.6688831,-0.842658713769,58994.7390015,-47039.6890015,-0.797353964059,26238.2550473,-21972.6350473,-0.837427451166,50785.1751598,-39587.3451598,-0.779505929343,23733.8576062,-20443.0776062,-0.8613466022,41989.0058954,-33621.9658954,-0.800732600794,15434.0728654,-11645.9028654,-0.754557981354,16273.5301024,-12132.9101024,-0.745561044595,184185.183441,-150821.103441,-0.818855787547,55097.7570787,-43451.2570787,-0.788621159599,38343.2687475,-31817.6487475,-0.829810545288,50308.5620736,-34298.2420736,-0.681757551,23780.421269,-16504.941269,-0.694055882455,67623.2484004,-17066.5484004,-0.252376938465,56544.7604597,-45398.0804597,-0.80286979891,39086.2334117,-32249.1634117,-0.825077286727,30400.1305411,-25416.8605411,-0.83607734864,145587.365287,-119661.305287,-0.821920947955,6539.15898785,-5360.64898785,-0.819776518328,54276.821731,-45645.131731,-0.84096913333,15409.3487753,-12725.3187753,-0.825818077121,15305.3588883,-12057.4288883,-0.787791320432,32731.8253228,-27726.0853228,-0.847068107243,10423.913336,-8878.52333599,-0.851745697591,2978.77759193,30328.3124081,10.1814625201,16.4083091656,-16.4083091656,-1.0,25730.9577684,-21212.2177684,-0.824385083498,1593.63239588,-1298.34239588,-0.814706327028,3706.80620636,-3030.88620636,-0.817654346526,12399.1388418,-8199.46884177,-0.661293412906,733.842801774,-606.472801774,-0.826434217666,23.6386280746,-8.9886280746,-0.380251681537,450517.100991,-352919.190991,-0.78336469407
1538262600000,56363.87,18678.66,54280.6,20051.48,58201.11,24184.65,42348.35,15290.14,21006.81,186916.26,49865.6,38414.38,40516.85,25413.26,68281.12,47917.39,37404.75,25649.98,93798.18,4188.4,45373.69,114854.95,10594.12,26479.28,7398.48,2824.38,0.77,9589.15,20984.58,95302.39,2913.24,3724.74,361.66,24.03,98430.08,43971.7506682,12392.1193318,0.2818200127,14878.0478823,3800.6121177,0.255450993825,42133.112447,12147.487553,0.288312133793,18864.0026961,1187.47730389,0.0629493815824,36878.7169643,21322.3930357,0.578176107815,17131.5713556,7053.07864439,0.411700625587,28117.2793688,14231.0706312,0.506132561564,11028.4057742,4261.73422578,0.386432482902,12056.849504,8949.96049603,0.742313362465,135102.981973,51813.2780272,0.383509507123,41115.743417,8749.85658298,0.21281037033,28853.0953897,9561.28461029,0.3313781236,42827.5113798,-2310.66137981,-0.0539527351782,17673.0278575,7740.23214254,0.437968649456,49778.7606412,18502.3593588,0.371691844482,42438.6119508,5478.7780492,0.129098898323,28745.0017832,8659.74821681,0.301261008162,22106.6089746,3543.37102538,0.160285597373,103720.900963,-9922.72096253,-0.095667516098,5130.33933804,-941.939338037,-0.183601761204,39071.2674935,6302.42250652,0.161305811427,11239.6969231,103615.253077,9.21868745983,11394.7494992,-800.629499244,-0.070263018884,23227.6947339,3251.58526614,0.139987428946,7321.14888419,77.3311158137,0.010562702253,2916.3989211,-92.0189210996,-0.0315522408248,9.79544477674,-9.02544477674,-0.921392032976,19292.6559773,1691.92402275,0.0876978278545,1270.37787199,94032.012128,74.0189310611,2624.58854171,288.651458286,0.109979699179,9786.2309844,-6061.4909844,-0.619389731763,488.666033642,-127.006033642,-0.259903543316,16.3379567172,7.69204328284,0.470808156491,262386.284481,-163956.204481,-0.624865757771
1538292900000,82820.04,26181.06,62538.85,33241.82,95596.58,46960.43,60056.28,24247.89,28849.47,244752.14,67998.2,57154.93,59426.53,359626.98,104951.96,80253.11,60511.86,48302.36,165209.49,8246.85,76020.25,19694.6,20751.2,44243.31,14653.29,3225.34,1.84,17035.99,34223.18,1491.66,5573.31,13369.0,307.59,41.79,218936.61,79136.9306912,3683.10930884,0.0465409673673,24635.8214521,1545.23854792,0.0627232402592,64601.5312782,-2062.68127822,-0.0319292938945,31669.8988168,1571.92118318,0.0496345502166,83140.9949701,12455.5850299,0.149812797337,39425.1866914,7535.24330862,0.191127650647,55988.7696805,4067.51031948,0.0726486819177,22764.5875379,1483.30246211,0.0651583280233,26913.7677068,1935.70229323,0.0719223824149,237682.99992,7069.14008046,0.029741883445,66942.8007961,1055.39920386,0.0157656863966,56069.234741,1085.69525896,0.0193634756026,53320.085669,6106.44433098,0.114524278316,34831.4546121,324795.525388,9.32477638402,96773.1342812,8178.82571881,0.0845154575137,72460.9826842,7792.12731576,0.10753549051,54373.6896962,6138.17030379,0.112888610982,41634.4255802,6667.93441976,0.160154351281,151625.406447,13584.0835528,0.0895897585445,6805.91834789,1440.93165211,0.211717446266,69381.8773265,6638.37267353,0.0956787698651,20490.9300285,-796.3300285,-0.0388625615037,18604.7348182,2146.46518176,0.115371984752,40628.4747839,3614.83521609,0.0889729490293,12281.8514111,2371.43858889,0.193084780911,3229.51483404,-4.174834044,-0.00129271245327,6.23738979373,-4.39738979373,-0.705004807965,30084.0295223,4139.1504777,0.137586305539,3355.39922665,-1863.73922665,-0.555444851941,4338.60345011,1234.70654989,0.284586172506,10595.4511099,2773.54889008,0.26176789089,504.080688139,-196.490688139,-0.389800071224,12.6443379342,29.1456620658,2.30503662726,176881.925455,42054.6845448,0.237755691751
1538294700000,85322.72,27276.37,68260.02,35499.13,99141.54,48459.85,59202.71,29394.93,30873.25,265965.68,74763.45,64347.78,60274.56,40786.64,109246.52,84609.21,63419.75,59347.83,182653.32,8633.77,83227.1,21497.43,23898.61,49426.4,16451.19,4037.24,6.98,17711.98,36396.13,1305.77,5780.45,13971.6,445.2,24.25,389889.16,81898.713991,3424.00600905,0.0418078116516,25501.5758,1774.79419997,0.0695954718204,66176.317456,2083.70254401,0.0314871335262,32972.128206,2527.00179402,0.0766405425284,86735.7221554,12405.8178446,0.143030086524,41360.2909016,7099.55909838,0.171651575548,57640.6893102,1562.02068984,0.0270992715135,23468.7949824,5926.13501764,0.252511261106,27636.4265357,3236.82346432,0.117121635105,244815.559706,21150.1202935,0.0863920590622,68998.0830741,5765.36692593,0.0835583637844,58044.8031895,6302.9768105,0.108588133031,55074.4081188,5200.15188123,0.0944204769304,38797.492971,1989.14702898,0.0512699887713,100311.012928,8935.50707228,0.0890780265445,75672.1868957,8937.02310428,0.118101821434,56690.6313041,6729.11869592,0.118698955032,43593.1930121,15754.6369879,0.361401308308,158468.905034,24184.4149659,0.15261299976,7154.05864387,1479.71135613,0.206835228756,72386.1749814,10840.9250186,0.149765131551,21242.6629072,254.767092772,0.0119931806047,19454.8251954,4443.78480465,0.228415560665,42384.5593847,7041.84061529,0.166141649636,12914.7417989,3536.44820113,0.273830344904,3366.63476943,670.605230569,0.199191559672,5.65968676421,1.32031323579,0.233283800111,31392.7311514,5003.39884855,0.159380807755,3408.94345836,-2103.17345836,-0.6169575659,4565.92163956,1214.52836044,0.265998511651,11129.2410331,2842.35896686,0.255395579842,513.608417528,-68.4084175275,-0.133191776445,14.3536162698,9.89638373024,0.689469715802,186873.446335,203015.713665,1.08638074401
1538305500000,78082.79,39665.43,83532.87,46910.09,89579.15,44976.85,63989.3,29253.16,32554.45,225623.39,73599.79,55921.88,59822.2,38109.32,116886.53,78420.72,52591.82,48550.04,166014.97,7757.03,74579.21,20368.52,18996.11,42819.89,14101.11,3352.16,0.37,18843.46,32555.48,2185.22,5624.56,11834.81,519.79,40.04,470239.03,83336.5179756,-5253.72797563,-0.0630423265004,26347.0478387,13318.3821613,0.505498082472,65040.674949,18492.195051,0.284317391624,35882.4111564,11027.6788436,0.30732825605,89936.1109416,-356.960941572,-0.00396905022726,45242.5401458,-265.690145764,-0.00587257357584,57780.0077573,6209.29224274,0.107464371913,24903.5491713,4349.61082868,0.174658270544,28531.3942396,4023.05576045,0.141004527387,242371.626897,-16748.2368972,-0.0691014749195,70093.9769244,3505.81307561,0.0500158962216,59206.0660122,-3284.1860122,-0.0554704312143,56282.0556658,3540.14433418,0.0629000538857,41239.350461,-3130.03046103,-0.0758991212528,104105.306684,12781.2233162,0.122772063436,80095.2830683,-1674.56306831,-0.0209071371516,58435.2368504,-5843.41685036,-0.0999981717422,46477.7354719,2072.30452808,0.044587037364,168245.148818,-2230.17881799,-0.0132555311916,7623.89271024,133.137289759,0.0174631641366,76675.6342037,-2096.42420365,-0.0273414654528,20522.8328356,-154.312835598,-0.00751908066662,21075.3238652,-2079.21386515,-0.0986563185675,44687.2533678,-1867.36336781,-0.041787382913,14112.6841897,-11.5741896872,-0.00082012674071,3302.89522195,49.2647780483,0.0149156345381,2.35832252341,-1.98832252341,-0.843108821492,33502.0357487,-946.555748749,-0.028253678548,1267.61918174,917.600818258,0.723877353289,5025.66721246,598.892787541,0.119166821483,12445.2337206,-610.423720619,-0.0490487952515,512.127805637,7.66219436333,0.0149614886733,16.8297004119,23.2102995881,1.37912731778,214756.166172,255482.863828,1.18964157529
1538312700000,157117.12,63470.37,154314.39,60792.98,171875.6,82145.6,119712.58,47002.4,58318.18,510663.28,139406.56,112417.19,99670.7,65922.17,294857.59,141618.27,111600.4,81952.91,301435.83,13938.44,134692.74,42454.69,34425.16,79185.86,23285.51,4668.6,7.78,30954.68,59967.59,2926.7,7813.72,18048.25,684.29,71.08,323387.4,83327.1639612,73789.9560388,0.885545031548,28889.7752362,34580.5947638,1.19698386301,69411.8017342,84902.5882658,1.22317222928,35991.6828095,24801.2971905,0.689084123176,93487.0151973,78388.5848027,0.838497032312,47258.9008059,34886.6991941,0.73820377959,59557.212679,60155.367321,1.01004336192,26281.7644172,20720.6355828,0.788403520171,30019.8343595,28298.3456405,0.94265495611,239731.211766,270932.068234,1.13014932949,71076.7440585,68329.8159415,0.961352645603,60034.4966567,52382.6933433,0.872543225318,57600.4392747,42070.2607253,0.730380900823,42436.8980726,23485.2719274,0.553416319147,122148.392636,172709.197364,1.41392934968,82894.8730781,58723.3969219,0.708408068453,58489.2990905,53111.1009095,0.908048168389,48208.318559,33744.591441,0.699974453571,169195.365015,132240.464985,0.781584442179,7740.32381631,6198.11618369,0.800756703568,78056.1255649,56636.6144351,0.725588338202,21619.4269272,20835.2630728,0.963728740037,21513.1669476,12911.9930524,0.600190250174,45221.2754535,33964.5845465,0.751075333589,14459.8467626,8825.6632374,0.610356622881,3415.08414752,1253.51585248,0.367052698656,3.26208513534,4.51791486466,1.38497760703,34873.241603,25094.348397,0.719587490106,1421.09815781,1505.60184219,1.05946365065,5233.55204827,2580.16795173,0.493005119263,12585.0948052,5463.15519479,0.434097261828,570.182445604,114.107554396,0.200124636028,18.0443374192,53.0356625808,2.93918592568,236954.424878,86432.9751223,0.364766242145
1538316900000,71130.2,24922.74,61766.8,35973.41,96887.38,51461.76,50906.22,21571.02,24414.07,217634.32,67330.26,56184.94,51970.06,41074.05,114671.67,86200.96,57152.9,50151.88,162860.58,7816.74,73852.48,19976.19,20457.84,49861.63,13530.99,3290.67,6.25,17174.63,37539.45,1220.77,5245.71,11853.39,449.74,3.69,141747.98,83904.2501795,-12774.0501795,-0.152245567444,30038.2880678,-5115.54806778,-0.170300919155,71909.7526537,-10142.9526537,-0.1410511409,36704.056139,-730.646139018,-0.0199064140555,96962.5367414,-75.1567413649,-0.000775111129418,49133.3070032,2328.4529968,0.0473905205821,61430.248916,-10524.028916,-0.171316722652,27045.1461926,-5474.12619256,-0.202406973643,30855.5081035,-6441.43810349,-0.208761368696,243646.221755,-26011.9017546,-0.106760948589,72142.7139002,-4812.4539002,-0.0667074142352,61054.5977998,-4869.65779976,-0.0797590677074,58611.7642417,-6641.70424173,-0.113316913894,43295.1312334,-2221.08123336,-0.0513009470139,130154.198015,-15482.528015,-0.118955271909,84981.5376842,1219.4223158,0.0143492616047,59776.1667436,-2623.2667436,-0.0438848271227,49223.9201778,927.959822239,0.0188518065787,171090.032309,-8229.45230869,-0.0481001271532,8030.42538938,-213.685389375,-0.0266094732239,79156.8445678,-5304.36456781,-0.0670108137429,22500.925846,-2524.73584605,-0.11220586492,21742.5424044,-1284.70240438,-0.0590870368557,46663.1837532,3198.44624684,0.0685432495082,14790.6886061,-1259.69860605,-0.0851683541994,3439.07145316,-148.401453165,-0.043151605073,4.72164748999,1.52835251001,0.323690515494,36152.8153947,1386.63460533,0.0383548166359,1466.15802869,-245.388028689,-0.167368062574,5327.54542204,-81.8354220351,-0.015360811697,12649.3205096,-795.930509613,-0.0629227877504,558.091553617,-108.351553617,-0.194146556985,19.4877480414,-15.7977480414,-0.810650261274,239086.787757,-97338.8077571,-0.407127506586
