i17,e09,c5,p28,l3,8
i06,e10,c5,p19,l2,220
i06,e12,c5,p07,l3,103
i06,e10,c5,p08,l2,26
i06,e09,c5,p11,l2,81
i38,e09,c1,p05,l2,62
i38,e06,c1,p06,l3,520
i06,e12,c5,p28,l3,30
i16,e05,c5,p04,l3,1
i34,e09,c5,p08,l3,1
i06,e10,c5,p01,l2,97
i41,e07,c1,p03,l3,2
i14,e08,c5,p32,l3,10
i06,e01,c5,p04,l3,48
i06,e09,c5,p04,l2,53
i34,e03,c5,p28,l3,43
i23,e03,c5,p35,l3,23
i16,e08,c5,p13,l3,10
i34,e09,c5,p16,l3,17
i07,e04,c5,p11,l3,2
i41,e04,c1,p21,l3,21
i17,e04,c5,p23,l3,38
i02,e08,c1,p20,l3,34
i24,e08,c1,p35,l3,4
i38,e12,c1,p18,l3,1
i31,e01,c1,p35,l3,9
i43,e04,c1,p07,l3,6
i23,e04,c5,p14,l3,2
i61,e04,c1,p35,l3,6
i06,e09,c5,p06,l2,31
i17,e09,c5,p15,l3,7
i14,e08,c3,p07,l3,1
i34,e08,c5,p09,l3,2
i14,e09,c5,p24,l3,5
i43,e09,c1,p03,l3,4
i05,e03,c1,p10,l3,7
i38,e04,c1,p18,l1,11
i38,e11,c4,p17,l2,3
i03,e04,c5,p11,l3,7
i30,e04,c1,p16,l3,3
i23,e03,c5,p11,l3,12
i14,e08,c5,p06,l3,21
i03,e04,c5,p23,l3,1
i12,e09,c5,p13,l3,1
i41,e07,c1,p05,l3,3
i14,e12,c5,p20,l3,6
i32,e11,c5,p17,l3,2
i17,e09,c5,p32,l3,1
i43,e01,c1,p11,l3,4
i12,e01,c5,p21,l3,1
i39,e09,c5,p02,l3,4
i14,e09,c5,p03,l3,1
i66,e01,c3,p10,l3,3
i17,e08,c5,p25,l3,10
i12,e09,c5,p17,l3,3
i01,e04,c1,p10,l3,2
i30,e09,c1,p23,l3,5
i39,e05,c5,p35,l3,1
i02,e01,c4,p35,l3,3
i23,e01,c5,p12,l3,3
i48,e11,c1,p15,l3,1
i44,e04,c3,p35,l3,3
i17,e01,c5,p26,l3,1
i43,e03,c1,p16,l3,1
i38,e10,c1,p03,l4,3056
i02,e08,c1,p21,l3,675
i06,e08,c5,p12,l2,1341
i38,e10,c1,p21,l4,2073
