i38,e10,c1,p10,l2,2339
i38,e04,c1,p03,l1,83
i06,e08,c5,p02,l2,778
i06,e08,c5,p29,l2,2045
i14,e09,c5,p12,l3,20
i38,e12,c1,p09,l3,1
i17,e04,c5,p13,l3,42
i38,e08,c1,p05,l2,168
i38,e08,c1,p10,l2,4004
i38,e10,c1,p31,l3,537
i06,e04,c5,p08,l1,66
i14,e08,c5,p29,l3,312
i39,e04,c5,p16,l3,37
i07,e01,c5,p35,l3,15
i38,e08,c1,p13,l2,394
i14,e11,c5,p29,l3,3
i06,e09,c5,p07,l2,75
i07,e01,c5,p10,l3,7
i39,e04,c5,p32,l3,15
i06,e10,c5,p10,l2,287
i06,e01,c5,p04,l3,48
i12,e04,c5,p01,l3,15
i06,e10,c5,p30,l4,64
i39,e09,c5,p10,l3,26
i41,e08,c1,p21,l3,44
i34,e08,c5,p03,l3,35
i46,e04,c1,p02,l3,7
i38,e09,c1,p04,l2,23
i06,e10,c5,p14,l1,35
i02,e01,c1,p22,l3,58
i46,e08,c1,p09,l3,3
i27,e01,c5,p15,l3,2
i38,e10,c4,p05,l4,28
i39,e09,c5,p35,l3,172
i38,e01,c1,p24,l3,30
i17,e09,c5,p15,l3,4
i05,e07,c1,p19,l3,15
i23,e04,c5,p15,l3,2
i13,e08,c5,p28,l3,12
i06,e10,c5,p25,l1,15
i16,e04,c5,p16,l3,4
i01,e08,c1,p14,l3,10
i38,e10,c1,p26,l1,2
i38,e01,c1,p28,l3,6
i23,e09,c5,p35,l3,2
i41,e01,c1,p24,l3,6
i30,e01,c1,p22,l3,14
i05,e09,c1,p16,l3,10
i30,e09,c1,p10,l3,32
i63,e08,c1,p35,l3,10
i39,e01,c5,p28,l3,9
i43,e09,c1,p19,l3,5
i06,e02,c5,p35,l1,2
i06,e10,c3,p13,l4,7
i43,e04,c1,p11,l3,1
i39,e09,c5,p05,l3,10
i14,e04,c5,p16,l3,5
i17,e01,c5,p05,l3,2
i46,e09,c1,p10,l3,6
i48,e09,c1,p21,l3,1
i17,e08,c5,p32,l3,6
i65,e01,c3,p35,l3,3
i14,e08,c3,p02,l3,2
i46,e01,c4,p23,l3,1
i05,e09,c1,p08,l3,1
i06,e05,c5,p18,l1,2
i22,e02,c5,p15,l3,2
i46,e04,c1,p26,l3,1
i01,e11,c1,p07,l3,2
i02,e01,c1,p20,l3,1
i30,e01,c1,p09,l3,3
i14,e01,c5,p30,l3,1
i03,e08,c5,p07,l3,2
i14,e11,c5,p14,l3,1
i38,e10,c4,p18,l1,1
i03,e04,c5,p18,l3,1
i48,e11,c1,p04,l3,1
i23,e04,c5,p09,l3,2
i46,e04,c4,p03,l3,1
i38,e09,c1,p09,l2,23
i06,e10,c5,p11,l4,2603
i06,e10,c5,p13,l4,1943
i38,e10,c1,p07,l4,1613
i38,e10,c1,p11,l4,2225
i34,e08,c5,p28,l3,2
i06,e10,c5,p08,l3,12905
i02,e04,c1,p14,l3,111
i06,e10,c5,p20,l3,5582
i12,e08,c5,p10,l3,26
i06,e12,c5,p06,l3,377
i06,e10,c5,p22,l4,1097
i34,e08,c5,p21,l3,52
i06,e08,c5,p26,l2,154
i14,e04,c5,p11,l3,111
i38,e11,c1,p29,l2,109
i17,e04,c5,p03,l3,66
i01,e08,c1,p24,l3,13
i38,e11,c1,p04,l2,113
i38,e11,c1,p09,l2,76
i38,e10,c1,p06,l4,464
i43,e04,c1,p07,l3,7
i38,e01,c1,p05,l3,50
i03,e08,c5,p05,l3,42
i02,e09,c1,p05,l3,61
i02,e08,c1,p31,l3,312
i14,e04,c5,p01,l3,23
i41,e01,c1,p06,l3,9
i06,e10,c3,p15,l4,36
i06,e10,c5,p28,l1,24
i01,e11,c1,p35,l3,5
i46,e09,c1,p19,l3,56
i16,e01,c5,p24,l3,8
i38,e12,c1,p11,l3,4
i06,e10,c3,p03,l3,20
i38,e10,c4,p08,l4,14
i46,e09,c1,p07,l3,17
i38,e10,c4,p14,l4,15
i22,e05,c5,p01,l3,7
i14,e08,c5,p13,l3,110
i38,e06,c1,p03,l3,18
i06,e05,c5,p35,l1,4
i06,e10,c3,p08,l4,6
i41,e04,c1,p10,l3,11
i05,e08,c1,p15,l3,4
i06,e10,c3,p11,l4,7
i38,e10,c4,p03,l2,5
i39,e09,c5,p07,l3,10
i07,e12,c5,p10,l3,1
i05,e09,c1,p01,l3,2
i38,e01,c1,p25,l3,4
i43,e09,c1,p07,l3,19
i06,e12,c5,p26,l3,12
i23,e03,c5,p12,l3,5
i38,e10,c4,p23,l3,8
i05,e12,c1,p20,l3,2
i21,e04,c1,p02,l3,1
i03,e01,c5,p05,l3,2
i66,e04,c3,p32,l3,1
i05,e12,c1,p32,l3,5
i27,e01,c5,p24,l3,3
i43,e01,c1,p12,l3,1
i14,e11,c5,p08,l3,8
i41,e07,c1,p15,l3,1
i03,e10,c5,p18,l3,2
i46,e01,c1,p06,l3,2
i14,e04,c5,p18,l3,10
i46,e04,c1,p23,l3,1
i21,e03,c1,p01,l3,1
i14,e05,c5,p03,l3,2
i46,e08,c7,p35,l3,1
i43,e03,c1,p17,l3,2
i03,e09,c5,p11,l3,3
i23,e04,c5,p13,l3,1
i23,e09,c5,p12,l3,1
i06,e08,c3,p13,l2,1
i21,e01,c1,p11,l3,1
i41,e08,c1,p18,l3,2
i38,e08,c4,p29,l2,1
i05,e04,c1,p05,l3,1
i06,e10,c5,p04,l3,22964
i06,e08,c5,p15,l2,3217
i38,e10,c1,p02,l4,808
i06,e04,c5,p19,l1,739
i38,e09,c1,p19,l2,189
i06,e10,c5,p03,l4,2324
i05,e12,c1,p13,l3,4
i34,e03,c5,p01,l3,75
i14,e08,c5,p02,l3,144
i06,e12,c5,p35,l3,376
i06,e10,c5,p06,l4,1554
i06,e12,c5,p02,l3,174
i05,e12,c1,p11,l3,13
i34,e08,c5,p12,l3,30
i16,e04,c5,p03,l3,16
i38,e11,c1,p22,l2,54
i38,e09,c1,p15,l2,68
i38,e10,c1,p09,l2,34
i38,e10,c4,p16,l3,317
i38,e01,c1,p04,l3,22
i38,e09,c1,p17,l2,39
i38,e10,c7,p26,l3,59
i39,e09,c5,p13,l3,5
i38,e10,c4,p12,l3,37
i46,e09,c1,p21,l3,7
i12,e08,c5,p29,l3,27
i06,e02,c5,p07,l1,1
i39,e01,c5,p23,l3,30
i06,e01,c5,p31,l3,28
i34,e09,c5,p29,l3,3
i38,e07,c1,p01,l2,5
i46,e01,c4,p03,l3,5
i17,e11,c5,p13,l3,11
i34,e01,c5,p15,l3,22
i43,e01,c1,p35,l3,9
i06,e10,c3,p18,l4,11
i06,e10,c3,p29,l4,13
i46,e01,c1,p03,l3,18
i38,e09,c1,p08,l2,13
i14,e08,c3,p33,l3,2
i38,e11,c4,p18,l2,2
i42,e05,c5,p15,l3,3
i05,e04,c1,p19,l3,16
i01,e04,c1,p10,l3,2
i06,e08,c3,p29,l2,8
i21,e03,c1,p10,l3,3
i38,e09,c1,p23,l2,6
i14,e11,c5,p07,l3,7
i05,e03,c1,p28,l3,2
i38,e01,c4,p15,l3,2
i31,e04,c1,p35,l3,1
i05,e07,c1,p05,l3,1
i03,e08,c5,p18,l3,2
i23,e01,c5,p28,l3,3
i06,e02,c5,p14,l1,2
i21,e04,c1,p16,l3,1
i43,e01,c1,p09,l3,1
i38,e10,c1,p34,l3,4
i14,e02,c5,p03,l3,1
i06,e10,c5,p25,l4,563
i06,e10,c5,p17,l3,36797
i02,e08,c1,p05,l3,173
i38,e08,c4,p17,l2,42
i34,e03,c5,p29,l3,30
i14,e08,c5,p05,l3,362
i06,e12,c5,p18,l3,960
i39,e09,c5,p01,l3,12
i14,e12,c5,p20,l3,124
i06,e11,c5,p09,l2,168
i30,e04,c1,p35,l3,19
i17,e09,c5,p19,l3,11
i46,e09,c1,p01,l3,24
i06,e08,c5,p30,l2,104
i38,e10,c1,p19,l2,434
i38,e11,c1,p18,l2,130
i38,e01,c1,p03,l3,61
i38,e10,c1,p33,l3,21
i46,e11,c1,p25,l3,62
i38,e10,c4,p10,l4,196
i38,e10,c1,p35,l4,95
i38,e10,c1,p22,l2,14
i06,e10,c3,p12,l3,29
i38,e10,c1,p15,l1,40
i05,e12,c1,p03,l3,19
i06,e12,c3,p04,l3,2
i38,e10,c1,p30,l3,5
i23,e04,c5,p07,l3,30
i02,e09,c1,p01,l3,96
i38,e10,c4,p04,l2,4
i17,e08,c5,p12,l3,22
i02,e01,c1,p12,l3,43
i38,e11,c1,p28,l2,36
