i06,e10,c5,p16,l3,52917
i38,e10,c1,p24,l3,7719
i02,e09,c1,p07,l3,20
i38,e11,c1,p16,l2,140
i06,e08,c5,p06,l2,1017
i02,e08,c1,p21,l3,47
i05,e01,c1,p01,l3,8
i06,e09,c5,p07,l2,150
i06,e09,c5,p09,l2,43
i38,e01,c1,p16,l3,60
i38,e10,c4,p29,l3,18
i38,e09,c1,p23,l2,6
i38,e10,c1,p22,l1,18
i38,e11,c1,p18,l2,118
i38,e08,c1,p32,l2,72
i07,e04,c5,p35,l3,100
i38,e09,c1,p14,l2,36
i06,e09,c5,p01,l2,169
i46,e09,c1,p03,l3,8
i17,e11,c5,p23,l3,44
i02,e09,c1,p20,l3,10
i41,e04,c1,p29,l3,24
i43,e09,c1,p22,l3,20
i38,e10,c1,unknown,l4,15
i13,e08,c5,p19,l3,151
i14,e01,c5,p13,l3,2
i32,e11,c5,p24,l3,52
i38,e07,c1,p17,l2,3
i42,e05,c5,p24,l3,2
i06,e10,c3,p12,l4,16
i03,e10,c5,p10,l3,5
i38,e04,c1,p06,l1,64
i39,e01,c5,p03,l3,3
i02,e08,c1,p24,l3,530
i09,e04,c5,p29,l3,1
i13,e11,c5,p09,l3,25
i06,e10,c5,p25,l1,23
i14,e09,c5,p03,l3,17
i01,e08,c1,p10,l3,93
i13,e08,c5,p03,l3,65
i38,e08,c7,p21,l2,54
i05,e08,c1,p04,l3,22
i21,e03,c1,p07,l3,5
i38,e07,c1,p03,l2,11
i34,e04,c5,p28,l3,3
i07,e09,c5,p07,l3,1
i38,e01,c4,p03,l3,12
i38,e07,c1,p16,l2,9
i05,e06,c1,p01,l3,6
i88,e04,c1,p35,l3,2
i43,e04,c1,p10,l3,8
i12,e04,c5,p01,l3,27
i39,e01,c5,p05,l3,7
i05,e01,c1,p08,l3,3
i12,e04,c5,p05,l3,2
i14,e04,c5,p02,l3,2
i01,e08,c1,p02,l3,1
i38,e11,c4,p24,l2,4
i39,e04,c5,p25,l3,4
i07,e05,c5,p03,l3,1
i38,e10,c4,p02,l2,2
i34,e08,c5,p06,l3,3
i46,e04,c1,p18,l3,1
i06,e07,c5,p29,l2,2
i13,e11,c5,p08,l3,2
i06,e10,c3,p03,l1,2
i38,e10,c1,p26,l1,2
i01,e01,c1,p12,l3,1
i42,e05,c3,p29,l3,1
i14,e11,c5,p21,l3,1
i03,e01,c5,p16,l3,3
i23,e05,c5,p01,l3,2
i17,e01,c5,p18,l3,1
i41,e01,c1,p22,l3,1
i06,e10,c5,p05,l4,4978
i06,e10,c5,p10,l3,190804
i06,e10,c5,p31,l3,4742
i38,e10,c1,p30,l3,400
i06,e10,c5,p17,l4,3464
i38,e10,c1,p30,l4,82
i06,e10,c5,p32,l4,825
i38,e06,c1,p07,l3,1285
i38,e10,c1,p04,l4,1532
i38,e04,c1,p16,l1,70
i06,e10,c5,p09,l1,38
i38,e04,c1,p29,l1,27
i34,e03,c5,p35,l3,236
i38,e04,c1,p08,l1,54
i06,e10,c5,p29,l2,105
i14,e12,c5,p07,l3,1145
i17,e09,c5,p10,l3,36
i34,e01,c5,p32,l3,3
i39,e04,c5,p28,l3,9
i38,e08,c1,p04,l2,67
i38,e10,c4,p35,l2,33
i42,e05,c5,p15,l3,8
i05,e08,c1,p10,l3,54
i43,e01,c1,p07,l3,8
i01,e11,c1,p15,l3,4
i42,e05,c3,p35,l3,2
i21,e04,c1,p05,l3,1
i38,e07,c1,p10,l2,44
i06,e11,c5,p32,l2,93
i23,e03,c5,p10,l3,9
i14,e08,c5,p28,l3,15
i46,e08,c1,p03,l3,55
i34,e03,c5,p05,l3,32
i02,e09,c1,p28,l3,12
i13,e08,c5,p08,l3,7
i17,e08,c5,p23,l3,40
i17,e09,c5,p15,l3,10
i46,e11,c1,p10,l3,96
i17,e04,c5,p25,l3,9
i39,e09,c5,p06,l3,4
i16,e04,c5,p15,l3,1
i02,e11,c1,p19,l3,19
i21,e12,c1,p10,l3,13
i38,e12,c1,p11,l3,6
i16,e04,c5,p17,l3,2
i46,e11,c4,p10,l3,10
i38,e10,c7,p32,l3,9
i05,e06,c1,p09,l3,2
i14,e04,c5,p04,l3,4
i14,e11,c5,p03,l3,17
i43,e04,c1,p24,l3,5
i41,e09,c1,p21,l3,8
i24,e08,c1,p35,l3,7
i17,e04,c5,p22,l3,8
i14,e12,c5,p13,l3,62
i01,e09,c1,p19,l3,3
i34,e04,c5,p29,l3,8
i03,e09,c5,p18,l3,5
