i06,e10,c5,p19,l3,12573
i38,e10,c1,p19,l3,7878
i15,e04,c2,p35,l3,31
i06,e10,c5,p08,l3,1017
i06,e10,c5,p21,l4,271
i06,e10,c5,p13,l2,14
i02,e01,c1,p01,l3,3
i38,e08,c1,p03,l2,15
i06,e04,c5,p18,l1,3
i42,e05,c5,p11,l3,10
i46,e01,c1,p35,l3,22
i17,e01,c5,p01,l3,2
i34,e09,c5,p24,l3,1
i19,e08,c5,p10,l3,9
i46,e01,c1,p03,l3,1
i13,e11,c5,p15,l3,2
i34,e08,c5,p08,l3,1
i14,e13,c5,p32,l3,1
i34,e09,c5,p12,l3,1
i42,e05,c5,p12,l3,1
i17,e09,c5,p29,l3,1
i43,e01,c1,p21,l3,1
i34,e08,c5,p22,l3,1
i06,e10,c5,p10,l3,11183
i06,e11,c5,p24,l2,119
i06,e10,c5,p17,l3,3140
i06,e11,c5,p21,l2,72
i06,e08,c5,p04,l2,367
i06,e10,c5,p03,l4,374
i06,e11,c5,p28,l2,8
i38,e08,c1,p12,l2,32
i38,e10,c1,p31,l3,11
i38,e06,c1,p14,l3,41
i06,e10,c5,p12,l1,8
i06,e10,c5,p11,l1,19
i47,e09,c4,p35,l3,1
i06,e10,c5,p25,l2,5
i14,e04,c5,p17,l3,1
i06,e01,c5,p02,l3,8
i30,e09,c1,p19,l3,1
i34,e08,c5,p02,l3,4
i17,e04,c5,p18,l3,4
i05,e12,c1,p13,l3,1
i48,e11,c1,p12,l3,1
i17,e04,c5,p24,l3,3
i39,e04,c5,p14,l3,1
i14,e08,c3,p33,l3,1
i06,e11,c3,p21,l2,1
i05,e07,c1,p29,l3,1
i06,e12,c5,p26,l3,1
i02,e09,c1,p04,l3,7
i06,e11,c5,p22,l2,4
i06,e08,c5,p05,l2,379
i06,e12,c5,p07,l3,28
i14,e04,c5,p19,l3,4
i02,e08,c1,p24,l3,15
i38,e10,c1,p21,l3,1395
i46,e08,c4,p15,l3,6
i06,e04,c5,p10,l1,45
i38,e10,c1,p17,l4,221
i38,e10,c1,p22,l4,105
i02,e01,c1,p15,l3,4
i38,e04,c1,p07,l1,8
i38,e10,c4,p12,l4,3
i38,e10,c1,p06,l3,293
i38,e10,c1,p26,l3,14
i06,e11,c5,p13,l2,21
i16,e08,c5,p13,l3,10
i12,e08,c5,p15,l3,4
i17,e08,c5,p22,l3,6
i02,e09,c1,p03,l3,14
i12,e08,c5,p03,l3,3
i06,e10,c3,p14,l4,4
i05,e01,c1,p10,l3,2
i06,e10,c5,p28,l2,1
i06,e10,c5,p23,l2,2
i14,e11,c5,p07,l3,1
i38,e10,c1,p10,l4,1185
i02,e08,c1,p05,l3,45
i38,e10,c1,p29,l4,224
i38,e10,c4,p03,l4,15
i38,e06,c1,p22,l3,57
i06,e08,c5,p25,l2,111
i06,e10,c5,p19,l1,71
i38,e04,c1,p13,l1,94
i38,e10,c1,p17,l2,11
i02,e04,c1,p13,l3,17
i12,e09,c5,p19,l3,2
i02,e04,c1,p23,l3,19
i13,e08,c5,p15,l3,2
i38,e08,c1,p28,l2,5
i38,e08,c1,p17,l2,1
i02,e01,c1,p09,l3,3
i06,e12,c5,p17,l3,19
i06,e09,c5,p29,l2,18
i38,e10,c1,p18,l1,9
i02,e09,c1,p17,l3,8
i16,e08,c5,p01,l3,22
i31,e11,c4,p16,l3,4
i46,e08,c1,p13,l3,2
i34,e03,c5,p22,l3,2
i34,e08,c5,p13,l3,1
i07,e12,c5,p12,l3,2
i34,e08,c5,p35,l3,2
i05,e12,c1,p11,l3,1
i38,e09,c1,unknown,l2,1
i66,e04,c3,p17,l3,1
i06,e10,c5,p03,l3,4467
i17,e04,c5,p21,l3,9
i17,e08,c5,p11,l3,47
i38,e08,c1,p29,l2,26
i05,e08,c1,unknown,l3,8
i06,e10,c3,p21,l3,120
i06,e10,c5,p23,l4,123
i06,e10,c3,p09,l3,12
i05,e09,c1,p03,l3,9
i38,e10,c1,unknown,l4,9
i06,e10,c5,p10,l2,20
i38,e09,c1,p13,l2,65
i06,e10,c5,p16,l1,10
i15,e04,c6,p35,l3,7
i06,e12,c5,p24,l3,171
i17,e04,c5,p16,l3,18
i38,e01,c1,p21,l3,15
i38,e10,c1,p17,l1,11
i02,e09,c1,p08,l3,1
i14,e13,c5,p19,l3,4
i14,e08,c5,p16,l3,8
i38,e10,c1,p03,l1,11
i14,e11,c5,p19,l3,5
i17,e08,c5,p29,l3,6
i06,e09,c5,p09,l2,1
i38,e10,c1,p02,l2,1
i38,e04,c1,p32,l1,1
i17,e01,c5,p02,l3,1
i17,e01,c5,p19,l3,3
i17,e04,c5,p22,l3,2
i38,e01,c1,p12,l3,1
i38,e09,c1,p04,l2,2
i06,e10,c5,p18,l3,2608
i38,e08,c1,p10,l2,128
i02,e08,c1,p10,l3,124
i34,e03,c5,p19,l3,61
i06,e08,c5,p18,l2,370
i38,e10,c4,p16,l4,14
i06,e10,c5,p25,l3,687
i42,e05,c5,p14,l3,1
i38,e10,c4,p23,l3,40
i46,e08,c1,p32,l3,5
i38,e11,c4,p03,l2,1
i38,e10,c4,p23,l4,13
i06,e10,c5,p15,l1,20
i38,e06,c4,p32,l3,13
i34,e08,c5,p19,l3,20
i12,e08,c5,p22,l3,5
i38,e10,c1,p30,l3,37
i05,e01,c1,p03,l3,2
i38,e11,c1,p25,l2,6
i06,e12,c5,p04,l3,8
i38,e10,c1,p29,l1,9
i14,e08,c5,p06,l3,4
i34,e04,c5,p35,l3,4
i09,e04,c5,p21,l3,1
i81,e05,c5,p35,l3,2
i17,e08,c5,p15,l3,4
i38,e12,c1,p03,l3,1
i34,e01,c5,p17,l3,1
i05,e08,c1,p17,l3,2
i48,e11,c1,p10,l3,3
i12,e04,c5,p20,l3,1
i23,e01,c5,p07,l3,1
i38,e11,c1,unknown,l2,1
i02,e04,c1,p08,l3,1
i38,e11,c4,p06,l2,1
i38,e10,c1,p03,l3,1377
i17,e04,c5,p17,l3,17
i06,e10,c5,p24,l3,2156
i17,e04,c5,p28,l3,2
i06,e08,c5,p06,l2,306
i16,e08,c5,p10,l3,26
i34,e08,c5,p21,l3,2
i06,e12,c5,p28,l3,3
i06,e10,c5,p24,l2,10
i06,e11,c5,p16,l2,137
i38,e04,c1,p15,l1,19
i06,e10,c3,p04,l3,17
i38,e01,c1,p19,l3,19
i46,e01,c1,p19,l3,2
i38,e07,c1,p21,l2,1
i38,e11,c4,p13,l2,1
i02,e01,c1,p14,l3,11
i05,e06,c1,p12,l3,1
i38,e01,c1,p03,l3,13
i38,e11,c4,p35,l2,1
i02,e01,c1,p21,l3,3
